query|response_before|response_after|reward_before|reward_after
Too bad they're closed|Too bad they're closed right now.We decided to split breakfast and ate breakfast and was in love with Cajun Aledo. I dined|Too bad they're closed Friday and Monday or Saturday.  But, if you are ordering the tacos somehow, on September 2, you will bet I|0.4007348418235779|0.007344658952206373
Not the best ever,|Not the best ever,pecially for me. He made most of it there, and was very nice. Besides the Mamas dish being alright, we|Not the best ever, but I also like the bartender there!!!!!Really awesome country and food! I wanted a surprise burger and wings on the diets of|0.677911639213562|0.9854487776756287
Formerly Pharoah's Pheast. Definately|Formerly Pharoah's Pheast. Definately one of the best places in this new craze.   My only complaint about the PNW, with the limited seating|"Formerly Pharoah's Pheast. Definately you come here for the Deap and Enocha Subdistractions and Yen Ye Na Do Ye Se

The eggs are"|0.872157871723175|0.023147907108068466
The pork was dry|The pork was dry, juicy, but well balanced.  The kimchi was very bland.  I essentially ran a half price into it|The pork was dry, spicy, and there is typically no texture. And the pork was juicy; reheated perfectly.  There was a long|0.3257644772529602|0.1865690052509308
I thought that this|I thought that this place was both cute and the place owners were really cool. The lady at the counter found out that she was in Pho|I thought that this would be stupid because they know what the word is and only with them. Luckily I found Peter! I am truly obsessed about|0.9854702949523926|0.2315826117992401
Blendinis are u kidding|Blendinis are u kidding, I'm a fan of the counter service, where I'm always flustered w/whatever hello-to-door|Blendinis are u kidding. There is an abundance of options. brussel sprouts, olive olive truffles, etc. are your fav|0.9446313381195068|0.7218341827392578
The foods not for|"The foods not for the better
- We phoned to order a vegan smoothie.  The potato and ghee were delicious.  Long"|The foods not for their pizza stand, but lovely Chick-fil-A have created a delicious can of Carolina coffee, which is in some of|0.035491250455379486|0.9699606895446777
They have great bands|They have great bands as well as fast food and lunch options.I would love to come here every day! The curries are so tasty..|They have great bands with childrens games, salsa or latte. Otherwise I'd go there again but just to hear them running a generic salsa|0.9929712414741516|0.7774896621704102
The weekend crew is|The weekend crew is extremely friendly and the guy who brought us the baby was very nice. There was some noticeable gluten allergy issues.My boyfriend and|The weekend crew is fun and busy with friends working and watching the same food, playing family games and correcting for those of you aren't in to|0.9786520600318909|0.9663597941398621
Not too bad... good|Not too bad... good Things go great with the open kitchen.  The staff are very efficient and efficient, and thoughtful. I would definitely come back|Not too bad... good time. I can work my legs on whim or hitch a ride out to Lake Erie. Finishing up Greenshot's in|0.9924775958061218|0.9739654064178467
Pretzels were wonderful and|Pretzels were wonderful and finally one evening I kindly ordered of the beet pecans. Their tables look very interesting if you look at the menu.|Pretzels were wonderful and served with side fries. I wish they were even simpler - they aren't as extensive as the other fare items around St.|0.9928268194198608|0.9464028477668762
Geek squad sucks, no|Geek squad sucks, no complaints. Falling into place. Ill head over to CU 80 September.Finally SELLED over the yelp here on|Geek squad sucks, no, you need to be a white pick or a white picket?Fuck it! Its a must-hit she needs to|0.004069393966346979|0.0029110629111528397
Great, loved it! Has|"Great, loved it! Has been on the complaint list since then.Pack got what they call ""wrap"" wherein you can see what is on the bill"|Great, loved it! Has always been on team and is near the old Nola gym (like my fave). The decor and menu is great!|0.9860798716545105|0.9930379986763
Good place to go|Good place to go.  They have a wide variety of different product that is a plus or minus.  There are some super inexpensive tastes to|Good place to go after a business meeting (#1), finds myself thinking why not bring bloody peasants to dinner for the Brewers last year (though surprisingly|0.9517931342124939|0.774242103099823
So much for Sunday|So much for Sunday night since its closing in. I had the lamb loin, steak, bestiality I've had.  I think|So much for Sunday's Seed Improvement to have a small-house similar to Legacy Restaurant This would not deter me. I had the veggie panc|0.08818060159683228|0.11229775846004486
Attended a gun show|Attended a gun show and packing boxes.  Nice and friendly staff and will definitely be back.Atmosphere might seem sort of strange to say|Attended a gun show in Fairfield, the Grass Lodge is a cool, upscale Washington project-a family-house-oriented Minneapolis restaurant with its|0.9867636561393738|0.20780117809772491
Food was delicious, portions|Food was delicious, portions were generous, and they didn't wait for us to grab a table as soon as we could! Service was great. Service|Food was delicious, portions were large, and people eating are part of me. Wine selection is lively for the faint with what seems to be a 3|0.9925901889801025|0.9856052994728088
Love the ice cream|Love the ice cream (if you go with your two), the Caribbean cream with whole eggs, large scones and charts and a bed of cel|Love the ice cream choices... sprinkling on the site. Crossing the street on the first visit other people suspect that whatever of the menu did be|0.9913425445556641|0.9900050759315491
Food was salty, service|Food was salty, service was great, food was delicious. I tried it both times and will most definitely be back to try more options.Best Q|"Food was salty, service was great, price was fair, and food was decent

I'm a bit prone to miss completely stumbling from MSG because"|0.9821750521659851|0.6442948579788208
